Content Manifest for Depot 2722711 

Manifest ID / date     : 3533270317117975849 / 08/05/2025 22:25:57 
Total number of files  : 1395 
Total number of chunks : 3575 
Total bytes on disk    : 2538265679 
Total bytes compressed : 1847648256 


          Size Chunks File SHA                                 Flags Name
        132518      1 5107b23d151b3ad4aae806d5d30560bf25d4d5e1     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_OceanCoast.wwu
         50976      1 cfe1c7da9e8f4839cde08d9c4dd0ae7ed336723e     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_Savanna.wwu
         37188      1 079644546e592447afc8693626a3a19298546c8a     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_Space.wwu
         90626      1 6e6a00d3c00b11259ecd4cc1233451d4152707cb     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_VolcanicRough.wwu
        101113      1 d03ccc9bc485d317c108ac8cd77630ec456cd272     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_VolcanicWorn.wwu
         49862      1 981f035b5db38cee89e55d921e0ccaabe6d37a40     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_WaterSystem.wwu
           616      1 c10f7c5b2bb6f6f4ed189ab45541f431bf04c8f1     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_Weather.wwu
        168028      1 3f5705a663521286ab2800d3656b1ea99f889631     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_Wetlands.wwu
      12838060     13 9fab9398e4d0f227038c7762863336e73227438c     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_WindSystem.wwu
        130258      1 d81d64b6fef0b23bdeb0b5851baee64117b01893     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AmmoBallA.wwu
        127820      1 e3c4632f0b9b2a99da5c5595d7706c15923d5ea1     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AmmoBallB.wwu
         85982      1 31a4a50b170835142a0b87d57dbb70d8a61885f7     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AmmoBallSuppressed_Pistols.wwu
         87844      1 0e7737554180e718261d221129315c86b03996fd     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AmmoBallSuppressed_Rifles.wwu
         96434      1 976b330bbb7166d5a25518359a23f94aa3ee0416     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AmmoLaserA.wwu
        121984      1 2ec8fdbe996b68d39eda16695f848a165036a3b2     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AmmoShellSuppressed_Shotguns.wwu
         36404      1 106b1d6aaab00dce84572c8b67185d5dd388144f     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Arc_Welder.wwu
        293162      1 473b23f7dab40f0e813181570270418e5cb4fa56     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AssortedMarkers.wwu
         51343      1 36d6fad63555fc57ec0f435a1a620b13f8bb6cec     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AutoRivet.wwu
         13335      1 076bcf97126ace267ee548ead3552a9d50b92fd3     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AxeRescue.wwu
         20320      1 005f4508cf202173de64d4d96279a220b44373c2     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\BarrowKnife.wwu
        175984      1 1a3692c56344b860ffbc3f7e606eba30162b5e24     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Beowulf.wwu
         16706      1 15af0da4bba021e86c209d2a3511ccb02bd05de9     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Bigbang.wwu
         11956      1 67b547712914134543fa001053c427993de54ae7     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Blastar.wwu
         63723      1 071fb46a9e13d2fe2f268e62c4c4264dcf7a5966     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Breach.wwu
         10054      1 f6d529b198c193d89b79c6be9c501502f252f50a     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Bridger.wwu
         61664      1 db1e64319d79e227aebc59eff161f962885fba79     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\BuriedTempleA.wwu
         24666      1 a713bb5a9c967f6a15d049a72e90284a11b2817f     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Coachman.wwu
        126173      1 dc79a09c53c6bc6991bcee8c35b5ff4a3101d8b5     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\CombaTech.wwu
         91228      1 1219b710906e7bd70271db02983f136d0682cc2a     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Commercial.wwu
       1647385      2 4faa3b43cffd7bc1197417712e4188b472f9d6e9     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Crafting_WorkBenches.wwu
         19934      1 42969fd808aeb6a228369f8d657a31cd6c3555e4     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Cutlass.wwu
        117804      1 b03e8a52ec54353e4a76198bf8ef0a184d71ab44     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Cutter.wwu
          1970      1 b2cc7a4ba10eaf281a1d6204251eede255d98c90     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Default Work Unit.wwu
         42404      1 e7bda4b09b17d22d09e10a423e41ced5f7294dd7     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Deimos.wwu
        180648      1 f9d8f50726c8920511b03967aea10304dc61b72b     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Drumbeat.wwu
        195605      1 c6f42e90dcb57e9e869ee618484baf25b77d7518     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\DungeonCave.wwu
         86219      1 c48718846e4abcbb4f45ae9f367b5bf5d2cc009f     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\DungeonCaveCrystal.wwu
        395747      1 e8c81b01af566a22009b4e1e9599959f6ab44d71     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\DungeonIndustrial.wwu
        348895      1 fa9db6f2f378cee07560dd86ee2fbc52fa6fd8cf     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\DungeonScience.wwu
         10597      1 2f934a070f4525dca9af31ed3bd00f78f44bdb6b     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Ecliptic.wwu
        185671      1 189f373f62580c00b17aaea3bc86088eb31707cc     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Eon.wwu
        174308      1 e8c8b42f91cefaafad61a88f3b7bba62b333b8b5     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Equinox.wwu
        349564      1 c39067d6d3e7409e02220b9ab3364574eb70e4fd     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Exterior_Generic.wwu
         76428      1 74e21fef437c669e085c1306ed088acd73d781d5     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Exterior_Industrial.wwu
        454417      1 36cb6da1e6e0d2a43405de301d33a545477f6eea     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Exterior_Settlement.wwu
        559724      1 f73f83d72191318d540e4c8c237d0b7eb43eec20     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Factory Synth One.wwu
       1902918      2 1330d99aed33cbc1adf04816d726589fdc724b87     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\FX_Artifact_Power.wwu
         25493      1 36e529a5a3488a3311c99d0aeb7410c330396ad0     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\FX_Chameleon.wwu
        112797      1 039c6fcd988c1a790ed808d89c13b339cf82f942     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\FX_CriticalDeaths.wwu
       1880333      2 27803e7ac4ac0b1ca351c6636a7fdaa15ee505e8     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\FX_Explosions.wwu
        431808      1 cff65b6975310ed9a04e38c308c79cb4a900bd5f     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\FX_Hazards.wwu
         52198      1 2c2722341aa1bacafd1cef9ca1b03c274a5fea81     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\FX_ITM_IMODS.wwu
         89871      1 bced6f69c32e567eee9b346a7c6570e156a1c827     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\FX_Ore_Harvest.wwu
       1338883      2 8c97825bd0b8f239ce7dcdf846149fc1142519f7     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\FX_Projectiles.wwu
           624      1 5bc36d0ac5f2bed8a2f3051411002aa35e802eca     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\FX_Space.wwu
        509032      1 616c67215e9a1672bea2ba410e483ccd4f11550d     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\FX_Space_ChargedParticleCloud.wwu
        175173      1 aed9ed900457961a84ddb484b66155f2c23f363b     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Generic Cavern Roomtones.wwu
        235903      1 81ace2ec3235fe748b6aedd7f10a70b1cae3b251     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Generic Clean Roomtones.wwu
        435651      1 38f1d84dd70cdd0d1093f14eb9853021e0047cdb     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Generic Control Room Roomtones.wwu
         26651      1 3bfeed4af83cdb1d73a1d47e1927d60e3234e1b3     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Generic Effects.wwu
        246829      1 d775549e8a48ec3b5ad2179459f05d4422a94124     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Generic Fusion Roomtones.wwu
         55619      1 ecb034aa5871b92ca2f551603e2a7ed0451d6f6d     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Generic Rooms.wwu
        174712      1 5f8cca4ba2fb3700dad531081aa1250ebc60dedf     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Generic Rusty Roomtones.wwu
        212568      1 0922889b08c4c8503ede4d6b8aed883d8bd51890     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Generic Warehouse Roomtones.wwu
        200227      1 88951f5caaf167b3ed44662806f85da4e8452421     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Generic Warm Roomtones.wwu
          1756      1 251d46be0161ea692f2d46a581ed298abb7a7290     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Generic.wwu
        147487      1 0209f8f4cfdfe15b6eeaf3d8ca7ab422ca94a632     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Generic_IndustrialLab.wwu
         69533      1 843041d682be8df701ca7b051640e65b06be1365     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Generic_Markers.wwu
        144539      1 adab91ad763662b7fce0d3a39e7dff06ed22e525     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Grendel.wwu
         20211      1 e3b09b9c67a1913910797f518c79aea2e7ed3f08     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Gutter.wwu
         29579      1 a5caa7ce3618703e7fbf84f54893507aff362cf8     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\HardTarget.wwu
         10202      1 73f65bc9b57b3eb082666e8e51b1186062236bd4     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Heater.wwu
         68615      1 8dfad3825301dd5a02f1e859013bb0d93b8d41ca     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Hope.wwu
         33658      1 65331525a0ea9cf1eff06eb50da46754cc70a572     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Hunting.wwu
         37805      1 8c996701de10ff3850dc8ae6b8e5e1afdd3649bd     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\HuntingRussian.wwu
        676605      1 c57cc73ee717f50acab74a776c86855eaacf750d     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Industrial.wwu
         88651      1 0043fcc9c7a93fcfd4c74663d7a3735d1d5df9aa     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Inflictor.wwu
         79088      1 ac21da8511490ca9348242fbe8f6427f306eae08     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\InflictorPistol.wwu
         20337      1 e57e4fff50455cd706339071d77328dbf90bde26     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\KnifeCombat.wwu
         71803      1 1cbe1c6e38747e0ca76a9a2bcefc93d595e30dcc     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Kodama.wwu
         49311      1 a58917e2b5bbfdd6919bb65d4573b9c863ffb79d     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Kraken.wwu
         58476      1 4219990b33a9e2142a3aa487e7531b5102ff9b9f     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Lawgiver.wwu
       1295681      2 ea4a61049439918026855af13868b65db43ce0e2     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\LC.wwu
        184214      1 1c85bb41e906e9f2cb68ed7e84c01381439f9f92     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Maelstrom.wwu
         17849      1 c899e21819985b27db0a7b5f9c57ad8f5af3aea8     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\MagPulse.wwu
        132398      1 cee01fc5ebfd6c5fef275c251173dcd5c8aa9431     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\MagShear.wwu
         62775      1 5c131fa3cd9f439525fb2c2c8fd3e69baa468a51     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\MagShot.wwu
         39811      1 b6a2ca3328b43f7ea7311c29ae4c1634b272eb71     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\MagSniper.wwu
         90729      1 d1032fe8c97176250baae6dce63862ec4ce27d6b     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\MagStorm.wwu
         91623      1 292f226cbb5193d03180689122e7072938f9a7aa     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Medicinal Terrarium.wwu
        106171      1 a0131fa187e7710d1bee1b5b7d1fce51aca1557a     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Microgun.wwu
        124916      1 a8581499b5798f5713dabf0b0427b5931b464153     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Microgun_NPC.wwu
         28791      1 4f9b0276b9b870c6aaf706db0cb2d4666e9673dc     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\MiningHab.wwu
        570389      1 d3a0b790ee6bd29a4959d5169b90e1b2ec18190a     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\MUS_Diegetic.wwu
       3613121      4 604f975713bdcd492974370dd03a9386b9adcfd3     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\MUS_Score.wwu
        530924      1 0c20336795dbf602ee49c65f71bc21161a679ac8     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NasaUnderground.wwu
        153694      1 f3d531b189c1baadf39c1a67494d4d9d31983f2c     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Nishina_I.wwu
        323011      1 d25fb537ffa9c978f6b2cd4d163350d11c6cc01c     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Nishina_II.wwu
         90579      1 0b3125fb048c0e5fcd77fd128af955e10bcc21db     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Nova.wwu
         51850      1 4397dcd5a1dbe982654f738fc5e97e91a376d2f4     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Novablast.wwu
        124597      1 2a30122965dce99328702786ca63fda129927467     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Novalight.wwu
       3211931      4 80963d02d3187efec7aaf0ab3a6ac995fd6fe986     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_BipedA.wwu
       5625194      6 eb1dcf1ccddee3110508c4123fab09d7a1dfb65b     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_Creature_Common.wwu
        665468      1 650f3cc5d5897d0da4457a44b14eef3530c497a2     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_CritterA.wwu
       1034210      1 1c9db6c05da6a0a1174031ead68676627207ae24     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_FloaterA.wwu
        667666      1 3826af1eb683627f0f21100945aa9036b443dc42     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_FlyerA.wwu
       4125583      4 be539852f1b264c17e4bb145fe7c7be316b3e98f     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_HexapodA.wwu
       5008358      5 cd1da0f29f2ed6d95a15146db3aaf084865e3192     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_HopperA.wwu
         14325      1 f76ea36c84a088e98f5ebdea0713ab972d33f2bb     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_Human_Scenes.wwu
        541252      1 7d0e0b84f383f4f89960554ef93afafdbe655ec0     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_LarvaA.wwu
       2352922      3 af60eacbd10f321984d47b879b1fd45bfffe1a6a     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_MantaA.wwu
       4793385      5 6e255e6876949333805e1bff9c0715807a438536     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_MantidA.wwu
        474359      1 9980e6d30090c304f1227b7e9ecb8941aebffe87     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_MiniBotA.wwu
        169980      1 dad23288f48a41e99de85233be8006decad956de     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_Model_S.wwu
       4013785      4 6e3eba4a81c4d2db82fd64d09695e34f05c493a1     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_OctopedeA.wwu
        135469      1 dab5a77031abe0d40e129df96331573c9d1b4958     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_ParasiteA.wwu
       3800776      4 6f55458df66d08cfa01dd9c8156191ea29dce241     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_QuadrupedA.wwu
       3481798      4 597fbca21248f890820a93c3235172e1c11236ae     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_QuadrupedB.wwu
       3404736      4 220afde8d08d0a30776bc022cba15f6ea77adafe     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_QuadrupedC.wwu
       1873808      2 42905e9a4cfd8bbf2b5c5ff62ea8e275d34e104b     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_RobotModelA.wwu
        236648      1 d7201750f5b671fc68cee0b3b65fcc33c5469b57     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_Robot_Turrets.wwu
       1126603      2 13b937a5a80a87259d5e9b4edd0cd9b118fd402e     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_SwimmerA.wwu
        989432      1 f22ab5a71949b17eda6e9d1c10849637183522aa     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\NPC_Terrormorph.wwu
        124158      1 dd9aa9b5e4ceac94ca5ec0cb38f210dd906dcfcf     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\OBJ_Alarms.wwu
         55924      1 d989809463d1a3f597cb3e75116dedbf4dab2543     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\OBJ_DoorsAndElevators.wwu
        308591      1 652f2a52711fd8cbef4153d2bcebc955e8787661     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\OBJ_Electrical.wwu
         41871      1 0ad07445b9a6e2cc2f9cdcea3ce6f4cc4124b800     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\OBJ_Fan.wwu
         38853      1 4b151497f85c46e304afa2393bcdc18b9c158898     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\OBJ_MovingPlatforms.wwu
       1216214      2 53f2397b6da4e55c6b0197a37a960d4bf333d9e1     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\OBJ_OutpostItems.wwu
          9241      1 85b6d86073b4ef9ac40a9a18594e34bc58d32b30     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\OBJ_Pipes.wwu
         52151      1 d3d1c746359c04c469784ffb1f00b45649a98833     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\OBJ_Quest.wwu
        314594      1 6dcf736ad0063b311309dae87e578e9c8362dd8a     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\OBJ_Switches.wwu
        474177      1 ad9adecfc76a84a8791300bb8827d3959e56af95     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\OBJ_Traps.wwu
        520709      1 3b9541748b464751162f0ca121cb995a931c6a6b     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\OBJ_Workbenches.wwu
         46984      1 412287145f1c28a958aec764cc7f568bf840b532     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Orion.wwu
         20323      1 193dcb496beb1bbf8aaebf6eb5d7173e41b027c5     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\OsmiumDagger.wwu
         47116      1 558f3ee5f417c6ef5d6b6ed124374ce10748447b     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\OutpostScience.wwu
         22549      1 880b5020ca20af7b895f49c2e940ba8b5dd914fe     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Pacifier.wwu
         23271      1 a424a77a18b5528f8998841e1e4ce14ad01ae6ed     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\PainBlade.wwu
         15142      1 548343b295e93135c9c22e761a4068574f57ca68     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\ParticleLance.wwu
       1109187      2 73fc5be4320ddc2997aeac68cb6416c0b7acab10     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Pistol.wwu
         53092      1 c38c6e006e0d54106f191b21867b92e021db0a26     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Pump.wwu
        119179      1 973f1b3735b4e2b868b4f1b3f365280e0cd7c75c     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\QST_CF03.wwu
         10750      1 f909fa3570ca53b996cfaede16d51d6ab7f4d0ce     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\QST_MQ201b.wwu
         89940      1 4b1027cc7bfecc450158cd543a402a0bea4a377f     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\QST_MQ206b.wwu
         23962      1 494f879653fe5a0ea30d9bb616af145486e3412c     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\QST_RL088.wwu
        127999      1 e6fa54ac7bf8e90f11197ecccff16a6929ef2a04     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Rattler.wwu
         38717      1 c34f06b4fb6eb96794938fe8a25b9fde53172276     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Razorback.wwu
         73228      1 771ae5b4d8520058628834239acebfc4989a3b9e     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Regulator.wwu
       1597262      2 fa972390582139e8c1efc042c7d56f6d679efc53     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Rifle.wwu
         51293      1 da3268eab12115a86fa70dfc4c41675a3b093373     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\RussianAssaultRifle.wwu
         33402      1 61c82631d9faea83e1e3d5ce70d00af117d2da97     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Server_Room.wwu
         46050      1 fa24ba81bf985f272e896bbe5088471fa9be87fc     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\ShipDiscovery.wwu
        210048      1 7f8a76c09a6bec3f3fd9d997693a16622fad170e     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\ShipLarge.wwu
        882530      1 84a4c374b4579fa5c40223b2b12a26b2db03f3ba     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\ShipLegacy.wwu
          1103      1 ef4859583059b0c90c29bdee123c7f6cd3b14c64     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\ShipModules.wwu
        314645      1 a61f3663c4e6a6dee283baf160526693974d1643     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Shotgun.wwu
         57566      1 8b45be24f8e8fd5a63e8feb186d03b8c05c5c723     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Shotty.wwu
        158998      1 d26573cc9f6e2431ae2960f9ae28d33d5b774222     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Sidestar.wwu
         63759      1 72590a860096af8f4f6eed84aa775a652a622f8b     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\SirenOfTheStarsBallroom.wwu
        172520      1 3e1382c25180ebae877d8b90050db85ed859185a     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Solstice.wwu
         53279      1 47ceab397c5681141b627ab79c7e074ec60f6bba     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\SpaceStation_TheKey.wwu
         60985      1 0ecaaa25a28335d1b71488043dedeaab74bf262b     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Starborn.wwu
         44882      1 4a016f8c241381663fdd8b4705fc844c04ecaa1b     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\StarbornTempleA.wwu
         20311      1 6ee412057923a9226d8266455d661d5214202379     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Starfield_AMB.wwu
       3065633      3 a1e39b3bf2cce9d419503f27357d21c6e4d96a02     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Starfield_DRS.wwu
        509261      1 4467736e0ddcddd0adff62376bb98404b2fb9543     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Starfield_DRSc.wwu
      17378640     17 1bf310a8b8e049c4229e1b19893c34d869d88275     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Starfield_FST.wwu
        682934      1 b1d8b5556a2dd0fbca902ae62ce7de21221a4742     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Starfield_FX.wwu
       2613842      3 bb9d064702bb36526d9b80e05f564028c225e6cf     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Starfield_ITM.wwu
           555      1 80e0bcef7db19e983a5e0c70a6009a6f8359fc27     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Starfield_MUS.wwu
       1725965      2 4e76fd2abeca90974ceeedabcd668ba0d70f996d     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Starfield_NPC.wwu
       1124983      2 408cc6337ade489643e7e2a42619d6c47246c909     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Starfield_OBJ.wwu
       6572445      7 ea1871818cc77229bf008998dab3d77b193683d8     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Starfield_PHY.wwu
       1602704      2 3689abc6fd3e62d79b8058739e23308a0d0193c6     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Starfield_QST.wwu
         46877      1 ec361212dc5dcb26bae65857a3a0e46068328949     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Starfield_UI.wwu
       5528680      6 8bfad40c5eeeba388ef325035a717266799acbf9     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Starfield_VEH.wwu
         52433      1 b552bf3807b5ab00bd5ad947bbd396fe93f66c29     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Starfield_VOC.wwu
         34709      1 76c33c5cb9c275f1371fc08a9f2404cc789eccd0     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Starfield_WPN.wwu
        795080      1 9d7671e06d5ae829b351c0bc7d45f86b86fc72e0     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Starfield_XXX.wwu
        175198      1 0690e754518c046f83bd00f240cb94b199633e12     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\StarStation.wwu
         80596      1 88fc280a37a49ab3bd10ed0bb749effcaf8d9612     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\StarStationTheEye.wwu
         73013      1 95431476171d8771fd5b91a217dae15636512533     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Stroud.wwu
